S. No,Order ID,Order Date,Ship Date (Bluesky Logistics),Ship Mode (Bluesky Logistics),Country,City,Postal Code,Region,Product ID,Product Name (by Designer),Sales (INR), Cost (INR),Quantity,Profit (INR),Turnaround time (days),Delivery status,ship mode
705,CA-2014-138527,41894,41899,Standard Class,India,Mysore,27511,South,OFF-PA-10001800,Collar necked ,10.368,6.7392,2,3.6288,10,Advance shipping,Regular Air
706,CA-2014-138527,41894,41899,Standard Class,India,Mysore,27511,South,OFF-AP-10001469,Collar necked ,166.84,148.0705,5,18.7695,10,Advance shipping,Regular Air
707,CA-2014-138527,41894,41899,Standard Class,India,Mysore,27511,South,TEC-AC-10002399,Collar necked ,15.216,12.9336,1,2.2824,10,Advance shipping,Regular Air
708,CA-2014-112158,41975,41977,First Class,India,Mysore,10035,East,TEC-AC-10003628,Collar necked ,119.96,67.1776,4,52.7824,3,Advance shipping,Regular Air
709,CA-2014-112158,41975,41977,First Class,India,Mysore,10035,East,FUR-BO-10003272,Collar necked ,883.92,994.41,5,-110.49,3,Advance shipping,Regular Air
710,CA-2014-112158,41975,41977,First Class,India,Mysore,10035,East,OFF-BI-10000050,Collar necked ,46.72,30.952,8,15.768,3,Advance shipping,Regular Air
711,CA-2014-113887,41734,41736,First Class,India,Mysore,10035,East,OFF-PA-10004071,Collar necked ,55.48,28.8496,1,26.6304,3,Advance shipping,Regular Air
712,CA-2017-146136,42981,42985,Standard Class,India,Mysore,32137,South,OFF-EN-10001219,Collar necked ,24.448,15.5856,4,8.8624,10,Shipping on time,Delivery Truck
713,US-2017-100048,42874,42879,Standard Class,India,Mysore,10550,East,OFF-AP-10001154,Collar necked ,281.34,171.6174,6,109.7226,10,Advance shipping,Delivery Truck
714,US-2017-100048,42874,42879,Standard Class,India,Mysore,10550,East,TEC-PH-10003012,Collar necked ,307.98,218.6658,2,89.3142,10,Shipping on time,Regular Air
715,US-2017-100048,42874,42879,Standard Class,India,Mysore,10550,East,TEC-AC-10001606,Collar necked ,299.97,185.9814,3,113.9886,10,Late delivery,Regular Air
716,CA-2014-153150,41821,41826,Second Class,India,Mysore,98105,West,OFF-BI-10003355,Collar necked ,19.92,12.948,5,6.972,7,Advance shipping,Regular Air
717,CA-2014-130092,41650,41653,First Class,India,Mysore,19901,East,FUR-FU-10000010,Collar necked ,9.94,6.8586,2,3.0814,3,Advance shipping,Regular Air
718,CA-2017-108910,43002,43007,Standard Class,India,Mysore,43055,East,FUR-FU-10002253,Collar necked ,103.056,78.5802,3,24.4758,10,Late delivery,Regular Air
719,CA-2014-104472,41792,41797,Standard Class,India,Mysore,84057,West,OFF-BI-10001658,Collar necked ,59.808,40.3704,3,19.4376,10,Advance shipping,Regular Air
720,CA-2014-104472,41792,41797,Standard Class,India,Mysore,84057,West,FUR-FU-10000246,Collar necked ,73.32,51.324,6,21.996,10,Advance shipping,Regular Air
721,CA-2016-112942,42413,42418,Standard Class,India,Mysore,90045,West,OFF-PA-10004092,Collar necked ,146.82,73.41,3,73.41,10,Advance shipping,Regular Air
722,CA-2016-142335,42719,42723,Standard Class,India,Mysore,48205,Central,FUR-TA-10000198,Collar necked ,1652.94,1421.5284,3,231.4116,10,Shipping on time,Regular Air
723,CA-2016-142335,42719,42723,Standard Class,India,Mysore,48205,Central,OFF-ST-10000036,Collar necked ,296.37,216.3501,3,80.0199,10,Advance shipping,Regular Air
724,CA-2014-117429,41919,41925,Standard Class,India,Mysore,19140,East,FUR-FU-10000222,Collar necked ,129.92,108.808,5,21.112,10,Advance shipping,Regular Air
725,CA-2016-114713,42558,42563,Standard Class,India,Mysore,33012,South,OFF-SU-10004664,Collar necked ,45.584,40.4558,7,5.1282,10,Advance shipping,Regular Air
726,CA-2017-144113,42994,42998,Standard Class,India,Mysore,78745,Central,OFF-EN-10001141,Collar necked ,17.568,11.1996,2,6.3684,10,Shipping on time,Regular Air
727,CA-2017-144113,42994,42998,Standard Class,India,Mysore,78745,Central,TEC-PH-10002170,Collar necked ,55.992,50.3928,1,5.5992,10,Shipping on time,Regular Air
728,US-2016-150861,42707,42710,First Class,India,Mysore,11572,East,OFF-PA-10001954,Collar necked ,182.72,98.6688,8,84.0512,3,Late delivery,Regular Air
729,US-2016-150861,42707,42710,First Class,India,Mysore,11572,East,FUR-TA-10002228,Collar necked ,400.032,553.3776,2,-153.3456,3,Late delivery,Regular Air
730,US-2016-150861,42707,42710,First Class,India,Mysore,11572,East,OFF-ST-10004634,Collar necked ,33.63,23.541,3,10.089,3,Late delivery,Regular Air
731,US-2016-150861,42707,42710,First Class,India,Mysore,11572,East,FUR-CH-10002965,Collar necked ,542.646,440.1462,3,102.4998,3,Advance shipping,Regular Air
732,US-2016-150861,42707,42710,First Class,India,Mysore,11572,East,OFF-LA-10001317,Collar necked ,6.3,3.276,2,3.024,3,Advance shipping,Delivery Truck
733,CA-2017-131954,42756,42760,Standard Class,India,Mysore,98115,West,OFF-ST-10000736,Collar necked ,242.94,233.2224,3,9.71759999999999,10,Shipping on time,Regular Air
734,CA-2017-131954,42756,42760,Standard Class,India,Mysore,98115,West,TEC-AC-10003610,Collar necked ,179.97,93.5844,3,86.3856,10,Shipping on time,Regular Air
735,CA-2017-131954,42756,42760,Standard Class,India,Mysore,98115,West,OFF-BI-10003982,Collar necked ,99.696,66.0486,6,33.6474,10,Late delivery,Delivery Truck
736,CA-2017-131954,42756,42760,Standard Class,India,Mysore,98115,West,OFF-BI-10003291,Collar necked ,27.936,18.5076,4,9.4284,10,Shipping on time,Regular Air
737,CA-2017-131954,42756,42760,Standard Class,India,Mysore,98115,West,FUR-BO-10001619,Collar necked ,84.98,66.2844,1,18.6956,10,Late delivery,Delivery Truck
738,CA-2017-131954,42756,42760,Standard Class,India,Mysore,98115,West,OFF-BI-10000138,Collar necked ,18.72,12.168,5,6.552,10,Late delivery,Regular Air
739,CA-2014-132500,41890,41894,Standard Class,India,Mysore,94110,West,TEC-AC-10001383,Collar necked ,49.98,41.4834,2,8.49659999999999,10,Advance shipping,Regular Air
740,CA-2014-112326,41643,41647,Standard Class,India,Mysore,60540,Central,OFF-LA-10003223,Collar necked ,11.784,7.5123,3,4.2717,10,Advance shipping,Express Air
741,CA-2014-112326,41643,41647,Standard Class,India,Delhi,60540,Central,OFF-ST-10002743,Collar necked ,272.736,337.5108,3,-64.7748,10,Late delivery,Regular Air
742,CA-2014-112326,41643,41647,Standard Class,India,Delhi,60540,Central,OFF-BI-10004094,Collar necked ,3.54,9.027,2,-5.487,10,Advance shipping,Regular Air
743,US-2016-146710,42609,42614,Standard Class,India,Delhi,75220,Central,OFF-SU-10004498,Collar necked ,51.52,62.468,5,-10.948,10,Advance shipping,Express Air
744,US-2016-146710,42609,42614,Standard Class,India,Delhi,75220,Central,OFF-PA-10002615,Collar necked ,3.528,2.3814,1,1.1466,10,Advance shipping,Regular Air
745,US-2016-146710,42609,42614,Standard Class,India,Delhi,75220,Central,OFF-PA-10004971,Collar necked ,4.624,2.9478,1,1.6762,10,Shipping on time,Regular Air
746,US-2016-146710,42609,42614,Standard Class,India,Delhi,75220,Central,OFF-SU-10004261,Collar necked ,55.168,48.9616,4,6.20639999999999,10,Advance shipping,Regular Air
747,CA-2014-124429,41786,41786,First Class,India,Mumbai,92105,West,FUR-TA-10002607,Collar necked ,567.12,595.476,10,-28.356,3,Advance shipping,Regular Air
748,CA-2014-124429,41786,41786,First Class,India,Mumbai,92105,West,OFF-ST-10001809,Collar necked ,359.32,352.1336,4,7.18639999999999,3,Shipping canceled,Delivery Truck
749,CA-2016-150889,42449,42451,Second Class,India,Mumbai,60201,Central,TEC-PH-10000004,Collar necked ,11.992,11.0926,1,0.899399999999999,7,Shipping canceled,Regular Air
750,CA-2017-126074,43010,43014,Standard Class,India,Mumbai,48183,Central,OFF-BI-10003638,Collar necked ,58.05,31.347,3,26.703,10,Shipping canceled,Delivery Truck
751,CA-2017-126074,43010,43014,Standard Class,India,Mumbai,48183,Central,FUR-FU-10003577,Collar necked ,157.74,100.9536,11,56.7864,10,Shipping canceled,Regular Air
752,CA-2017-126074,43010,43014,Standard Class,India,Mumbai,48183,Central,OFF-AR-10003478,Collar necked ,56.98,34.188,7,22.792,10,Shipping canceled,Delivery Truck
753,CA-2017-126074,43010,43014,Standard Class,India,Mumbai,48183,Central,OFF-BI-10000546,Collar necked ,2.88,1.4688,1,1.4112,10,Shipping canceled,Regular Air
754,CA-2016-110499,42467,42469,First Class,India,Mumbai,94110,West,TEC-CO-10002095,Collar necked ,1199.976,824.9835,3,374.9925,3,Shipping canceled,Regular Air
755,CA-2015-135272,42345,42350,Standard Class,India,Mumbai,90036,West,FUR-FU-10002759,Collar necked ,79.92,51.1488,4,28.7712,10,Shipping canceled,Regular Air
756,CA-2016-140928,42631,42635,Standard Class,India,Mumbai,32216,South,FUR-TA-10001095,Collar necked,383.438,550.7564,4,-167.3184,10,Shipping canceled,Regular Air
757,CA-2014-106803,42002,42006,Standard Class,India,Mumbai,55016,Central,OFF-ST-10002444,Collar necked,24.56,17.6832,2,6.8768,10,Shipping canceled,Regular Air
758,CA-2014-106803,42002,42006,Standard Class,India,Mumbai,55016,Central,TEC-AC-10001267,Collar necked,119.8,71.88,4,47.92,10,Shipping canceled,Regular Air
759,CA-2017-117240,42939,42944,Standard Class,India,Mumbai,10009,East,OFF-BI-10000848,Collar necked,13.128,8.8614,3,4.2666,10,Shipping canceled,Regular Air
760,CA-2017-133333,42996,43000,Standard Class,India,Mumbai,54302,Central,OFF-PA-10002377,Collar necked,22.72,12.496,4,10.224,10,Shipping canceled,Express Air
761,CA-2015-112319,42247,42252,Standard Class,India,Mumbai,90004,West,OFF-PA-10003441,Collar necked,58.32,30.3264,9,27.9936,10,Shipping canceled,Express Air
762,CA-2017-126046,43042,43046,Standard Class,India,Mumbai,30318,South,OFF-LA-10004484,Collar necked,12.39,6.6906,3,5.6994,10,Shipping canceled,Regular Air
763,CA-2015-114923,42043,42048,Standard Class,India,Mumbai,43229,East,TEC-PH-10003931,Collar necked,107.982,134.9775,3,-26.9955,10,Shipping canceled,Regular Air
764,CA-2014-162775,41652,41654,Second Class,India,Mumbai,71111,South,OFF-EN-10001990,Collar necked,11.36,6.0208,2,5.3392,7,Shipping canceled,Delivery Truck
765,CA-2014-162775,41652,41654,Second Class,India,Mumbai,71111,South,OFF-EN-10001532,Collar necked,50.94,25.47,3,25.47,7,Shipping canceled,Regular Air
766,CA-2014-162775,41652,41654,Second Class,India,Mumbai,71111,South,TEC-AC-10003174,Collar necked,646.74,388.044,6,258.696,7,Shipping canceled,Regular Air
767,CA-2014-162775,41652,41654,Second Class,India,Mumbai,71111,South,OFF-BI-10004187,Collar necked,5.64,2.9328,3,2.7072,7,Shipping canceled,Regular Air
768,CA-2014-162775,41652,41654,Second Class,India,Mumbai,71111,South,OFF-ST-10000025,Collar necked,572.58,538.2252,6,34.3548,7,Shipping canceled,Express Air
769,CA-2014-106810,41773,41779,Standard Class,India,Mumbai,33710,South,FUR-FU-10004306,Collar necked,310.88,287.564,2,23.316,10,Shipping canceled,Regular Air
770,CA-2016-157245,42509,42514,Standard Class,India,Mumbai,22204,South,FUR-CH-10003746,Collar necked,641.96,462.2112,2,179.7488,10,Shipping canceled,Regular Air
771,CA-2017-104220,42765,42771,Standard Class,India,Mumbai,50315,Central,OFF-BI-10001036,Collar necked,18.28,9.14,2,9.14,10,Shipping canceled,Regular Air
772,CA-2017-104220,42765,42771,Standard Class,India,Mumbai,50315,Central,TEC-PH-10004614,Collar necked,207,155.25,3,51.75,10,Shipping canceled,Regular Air
773,CA-2017-104220,42765,42771,Standard Class,India,Mumbai,50315,Central,OFF-BI-10000301,Collar necked,32.35,16.175,5,16.175,10,Shipping canceled,Regular Air
774,CA-2017-104220,42765,42771,Standard Class,India,Mumbai,50315,Central,OFF-BI-10003910,Collar necked,7.71,4.2405,1,3.4695,10,Shipping canceled,Regular Air
775,CA-2017-104220,42765,42771,Standard Class,India,Mumbai,50315,Central,OFF-AR-10004648,Collar necked,40.3,29.419,2,10.881,10,Shipping canceled,Regular Air
776,CA-2017-104220,42765,42771,Standard Class,India,Mumbai,50315,Central,FUR-FU-10002597,Collar necked,34.58,20.0564,7,14.5236,10,Advance shipping,Regular Air
777,CA-2014-165974,41819,41826,Standard Class,India,Mumbai,45231,East,OFF-AR-10003405,Collar necked,32.76,29.0745,7,3.6855,10,Advance shipping,Delivery Truck
778,CA-2015-144267,42237,42239,First Class,India,Mumbai,94110,West,FUR-CH-10002335,Collar necked,544.008,503.2074,3,40.8006,3,Late delivery,Regular Air
779,CA-2015-144267,42237,42239,First Class,India,Chennai,94110,West,OFF-PA-10000157,Collar necked,59.94,31.7682,3,28.1718,3,Advance shipping,Regular Air
780,CA-2015-144267,42237,42239,First Class,India,Chennai,94110,West,OFF-PA-10001947,Collar necked,23.92,12.1992,4,11.7208,3,Advance shipping,Regular Air
781,CA-2015-144267,42237,42239,First Class,India,Chennai,94110,West,OFF-PA-10003657,Collar necked,4.28,2.354,1,1.926,3,Shipping on time,Delivery Truck
782,US-2015-157014,42280,42283,Second Class,India,Chennai,43229,East,OFF-BI-10001098,Collar necked,32.07,54.519,5,-22.449,7,Advance shipping,Express Air
783,US-2015-157014,42280,42283,Second Class,India,Chennai,43229,East,TEC-AC-10002167,Collar necked,24,26.7,2,-2.7,7,Advance shipping,Regular Air
784,US-2015-157014,42280,42283,Second Class,India,Chennai,43229,East,FUR-BO-10004409,Collar necked,35.49,51.1056,1,-15.6156,7,Advance shipping,Regular Air
785,US-2015-157014,42280,42283,Second Class,India,Chennai,43229,East,TEC-AC-10000057,Collar necked,47.984,47.3842,2,0.599799999999997,7,Advance shipping,Delivery Truck
786,CA-2015-154921,42147,42152,Standard Class,India,Chennai,29203,South,OFF-EN-10000056,Collar necked,186.69,98.9457,3,87.7443,10,Shipping on time,Regular Air
787,CA-2017-129567,42811,42815,Second Class,India,Chennai,93534,West,OFF-BI-10000014,Collar necked,17.456,11.5646,2,5.8914,7,Shipping on time,Delivery Truck
788,CA-2015-154620,42350,42354,Standard Class,India,Chennai,93534,West,FUR-CH-10004675,Collar necked,348.928,314.0352,2,34.8928,10,Shipping on time,Delivery Truck
789,CA-2015-115938,42181,42185,Standard Class,India,Chennai,23223,South,OFF-BI-10001543,Collar necked,143.96,74.8592,4,69.1008,10,Advance shipping,Regular Air
790,CA-2015-115938,42181,42185,Standard Class,India,Chennai,23223,South,OFF-ST-10001321,Collar necked,15.42,11.2566,1,4.1634,10,Advance shipping,Delivery Truck
791,CA-2015-115938,42181,42185,Standard Class,India,Chennai,23223,South,OFF-BI-10001132,Collar necked,43.04,21.9504,8,21.0896,10,Late delivery,Delivery Truck
792,CA-2015-115938,42181,42185,Standard Class,India,Chennai,23223,South,FUR-CH-10003199,Collar necked,332.94,253.0344,3,79.9056,10,Late delivery,Regular Air
793,CA-2016-105256,42510,42510,First Class,India,Chennai,28806,South,TEC-PH-10001530,Collar necked,1363.96,1278.7125,5,85.2475,3,Advance shipping,Delivery Truck
794,CA-2014-156433,41902,41908,Standard Class,India,Chennai,94110,West,OFF-LA-10001569,Collar necked,9.96,5.3784,2,4.5816,10,Late delivery,Regular Air
795,CA-2014-156433,41902,41908,Standard Class,India,Chennai,94110,West,OFF-PA-10003724,Collar necked,21.72,11.0772,4,10.6428,10,Late delivery,Regular Air
796,CA-2017-151428,42999,43004,Standard Class,India,Chennai,55901,Central,OFF-BI-10000546,Collar necked,20.16,10.2816,7,9.8784,10,Late delivery,Regular Air
797,CA-2015-124653,42362,42364,First Class,India,Chennai,14609,East,OFF-PA-10000176,Collar necked,132.79,69.0508,7,63.7392,3,Advance shipping,Delivery Truck
798,CA-2015-124653,42362,42364,First Class,India,Chennai,14609,East,OFF-PA-10002365,Collar necked,12.96,6.7392,2,6.2208,3,Advance shipping,Express Air
799,CA-2015-124653,42362,42364,First Class,India,Chennai,14609,East,OFF-LA-10002271,Collar necked,21.56,11.2112,7,10.3488,3,Advance shipping,Regular Air
800,CA-2015-101910,42335,42341,Standard Class,India,Chennai,92530,West,FUR-CH-10002647,Collar necked,283.92,266.175,5,17.745,10,Advance shipping,Regular Air
801,CA-2017-105809,42786,42789,First Class,India,Chennai,92105,West,FUR-FU-10004090,Collar necked,22.23,14.8941,1,7.3359,3,Late delivery,Regular Air
802,CA-2017-105809,42786,42789,First Class,India,Chennai,92105,West,TEC-PH-10001580,Collar necked,215.968,197.0708,2,18.8972,3,Late delivery,Delivery Truck
803,CA-2016-136133,42600,42605,Second Class,India,Delhi,10024,East,OFF-AP-10000576,Collar necked,355.32,255.8304,9,99.4896,7,Late delivery,Regular Air
804,CA-2016-115504,42441,42446,Standard Class,India,Delhi,71203,South,OFF-PA-10003953,Collar necked,12.96,6.7392,2,6.2208,10,Late delivery,Regular Air
805,CA-2017-135783,42847,42849,First Class,India,Delhi,94122,West,FUR-FU-10000794,Collar necked,18.28,12.0648,2,6.2152,3,Shipping on time,Regular Air
806,CA-2014-134313,41944,41950,Standard Class,India,Delhi,80219,West,OFF-AR-10001897,Collar necked,43.176,38.8584,3,4.3176,10,Shipping on time,Delivery Truck
807,CA-2014-134313,41944,41950,Standard Class,India,Delhi,80219,West,TEC-PH-10001795,Collar necked,1983.968,1735.972,4,247.996,10,Late delivery,Delivery Truck
808,CA-2015-140921,42038,42040,First Class,India,Delhi,68104,Central,FUR-FU-10003347,Collar necked,28.4,17.324,2,11.076,3,Late delivery,Regular Air
809,CA-2015-140921,42038,42040,First Class,India,Delhi,68104,Central,TEC-AC-10004901,Collar necked,149.97,98.9802,3,50.9898,3,Advance shipping,Express Air
810,CA-2014-151995,41925,41927,First Class,India,Delhi,98026,West,OFF-AR-10003190,Collar necked,11.52,8.2944,4,3.2256,3,Late delivery,Delivery Truck
811,CA-2014-151995,41925,41927,First Class,India,Delhi,98026,West,FUR-TA-10002903,Collar necked,1298.55,986.898,5,311.652,3,Late delivery,Regular Air
812,CA-2014-151995,41925,41927,First Class,India,Delhi,98026,West,OFF-AP-10000240,Collar necked,213.92,151.8832,4,62.0368,3,Advance shipping,Delivery Truck
813,CA-2014-151995,41925,41927,First Class,India,Delhi,98026,West,TEC-AC-10001101,Collar necked,25.78,23.202,2,2.578,3,Late delivery,Regular Air
814,CA-2017-143686,42869,42869,First Class,India,Delhi,92704,West,FUR-FU-10000794,Collar necked,18.28,12.0648,2,6.2152,3,Shipping on time,Regular Air
815,CA-2017-143686,42869,42869,First Class,India,Delhi,92704,West,TEC-AC-10001838,Collar necked,1399.93,797.9601,7,601.9699,3,Advance shipping,Regular Air
816,CA-2015-106565,42083,42086,First Class,India,Delhi,53209,Central,OFF-PA-10000061,Collar necked,51.84,26.9568,8,24.8832,3,Advance shipping,Delivery Truck
817,CA-2016-149370,42628,42632,Standard Class,India,Delhi,19140,East,OFF-PA-10003651,Collar necked,5.344,3.4736,1,1.8704,10,Shipping on time,Regular Air
818,CA-2014-140858,41818,41822,Standard Class,India,Delhi,19140,East,OFF-PA-10000304,Collar necked,41.472,26.9568,8,14.5152,10,Shipping on time,Regular Air
819,CA-2014-140858,41818,41822,Standard Class,India,Delhi,19140,East,OFF-BI-10003094,Collar necked,3.168,5.5968,3,-2.4288,10,Late delivery,Delivery Truck
820,CA-2014-140858,41818,41822,Standard Class,India,Delhi,19140,East,FUR-CH-10001394,Collar necked,1228.465,1228.465,5,0,10,Advance shipping,Regular Air
821,CA-2014-140858,41818,41822,Standard Class,India,Delhi,19140,East,OFF-BI-10004230,Collar necked,31.086,53.8824,3,-22.7964,10,Late delivery,Delivery Truck
822,CA-2014-140858,41818,41822,Standard Class,India,Delhi,19140,East,OFF-PA-10003395,Collar necked,335.52,218.088,4,117.432,10,Advance shipping,Express Air
823,CA-2017-101434,42906,42913,Standard Class,India,Delhi,7109,East,TEC-AC-10002402,Polo Collar neck,239.97,167.979,3,71.991,10,Late delivery,Delivery Truck
824,CA-2017-101434,42906,42913,Standard Class,India,Delhi,7109,East,OFF-LA-10003223,Polo Collar neck,9.82,5.0082,2,4.8118,10,Advance shipping,Delivery Truck
825,US-2014-102071,41768,41774,Standard Class,India,Delhi,94110,West,TEC-AC-10003441,Polo Collar neck,67.8,63.732,4,4.068,10,Shipping on time,Regular Air
826,US-2014-102071,41768,41774,Standard Class,India,Delhi,94110,West,TEC-AC-10000109,Polo Collar neck,167.97,127.6572,3,40.3128,10,Late delivery,Express Air
827,CA-2017-126956,42968,42975,Standard Class,India,Delhi,55044,Central,OFF-FA-10002280,Polo Collar neck,35,18.2,7,16.8,10,Late delivery,Regular Air
828,CA-2017-126956,42968,42975,Standard Class,India,Delhi,55044,Central,OFF-SU-10000381,Polo Collar neck,37.24,26.4404,4,10.7996,10,Shipping on time,Regular Air
